ip,app,device,os,channel,click_time,is_attributed,click_date,click_hour,click_dow
153706,3,1,19,173,2017-11-09 06:03:52 UTC,0,2017-11-09,6,Thu
206765,3,1,19,173,2017-11-09 06:13:49 UTC,0,2017-11-09,6,Thu
21274,3,1,6,173,2017-11-09 06:48:31 UTC,0,2017-11-09,6,Thu
47902,3,1,13,173,2017-11-09 06:51:10 UTC,0,2017-11-09,6,Thu
11133,3,1,6,173,2017-11-09 06:54:39 UTC,0,2017-11-09,6,Thu
86926,11,1,13,173,2017-11-09 07:34:33 UTC,0,2017-11-09,7,Thu
36339,11,1,19,173,2017-11-09 07:42:05 UTC,0,2017-11-09,7,Thu
100383,11,1,13,173,2017-11-09 08:15:46 UTC,0,2017-11-09,8,Thu
205316,3,1,37,173,2017-11-09 08:16:49 UTC,0,2017-11-09,8,Thu
310927,3,1,49,173,2017-11-09 08:48:22 UTC,0,2017-11-09,8,Thu
53454,11,1,13,173,2017-11-09 12:31:03 UTC,0,2017-11-09,12,Thu
107809,11,1,37,173,2017-11-09 12:56:30 UTC,0,2017-11-09,12,Thu
42139,3,1,36,173,2017-11-09 13:08:33 UTC,0,2017-11-09,13,Thu
99754,3,1,13,173,2017-11-09 13:33:59 UTC,0,2017-11-09,13,Thu
33012,3,1,12,173,2017-11-09 14:43:55 UTC,0,2017-11-09,14,Thu
3994,3,1,53,173,2017-11-09 15:13:00 UTC,0,2017-11-09,15,Thu
63149,12,1,17,174,2017-11-07 00:37:12 UTC,0,2017-11-07,0,Tue
27114,12,1,10,174,2017-11-07 00:45:35 UTC,0,2017-11-07,0,Tue
162684,12,1,13,174,2017-11-07 00:47:32 UTC,0,2017-11-07,0,Tue
100180,12,1,1,178,2017-11-06 16:18:49 UTC,0,2017-11-06,16,Mon
119760,12,1,22,178,2017-11-06 16:28:58 UTC,0,2017-11-06,16,Mon
48142,12,1,16,178,2017-11-06 16:36:20 UTC,0,2017-11-06,16,Mon
149608,24,1,17,178,2017-11-06 16:54:50 UTC,0,2017-11-06,16,Mon
15683,12,1,19,178,2017-11-06 16:59:57 UTC,0,2017-11-06,16,Mon
22978,12,1,19,178,2017-11-06 17:44:37 UTC,0,2017-11-06,17,Mon
197705,12,1,22,178,2017-11-06 17:59:56 UTC,0,2017-11-06,17,Mon
173226,12,1,19,178,2017-11-06 22:08:29 UTC,0,2017-11-06,22,Mon
72387,12,1,22,178,2017-11-06 22:33:18 UTC,0,2017-11-06,22,Mon
116366,12,1,19,178,2017-11-06 23:02:01 UTC,0,2017-11-06,23,Mon
198832,12,1,16,178,2017-11-06 23:25:06 UTC,0,2017-11-06,23,Mon
79187,1,1,19,178,2017-11-06 23:51:44 UTC,0,2017-11-06,23,Mon
22283,12,1,13,178,2017-11-06 23:58:26 UTC,0,2017-11-06,23,Mon
31784,12,1,13,178,2017-11-07 00:14:15 UTC,0,2017-11-07,0,Tue
198768,12,1,19,178,2017-11-07 00:16:35 UTC,0,2017-11-07,0,Tue
37617,12,1,22,178,2017-11-07 00:52:39 UTC,0,2017-11-07,0,Tue
22792,1,1,3,178,2017-11-07 01:01:39 UTC,0,2017-11-07,1,Tue
99927,12,1,19,178,2017-11-07 01:13:34 UTC,0,2017-11-07,1,Tue
40816,12,1,18,178,2017-11-07 01:21:58 UTC,0,2017-11-07,1,Tue
144920,12,1,10,178,2017-11-07 01:32:01 UTC,0,2017-11-07,1,Tue
29835,12,1,31,178,2017-11-07 01:32:20 UTC,0,2017-11-07,1,Tue
41978,12,1,40,178,2017-11-07 01:36:03 UTC,0,2017-11-07,1,Tue
79787,12,2,13,178,2017-11-07 01:53:14 UTC,0,2017-11-07,1,Tue
63812,1,1,17,178,2017-11-07 02:10:02 UTC,0,2017-11-07,2,Tue
26995,12,2,19,178,2017-11-07 02:29:57 UTC,0,2017-11-07,2,Tue
198081,12,1,19,178,2017-11-07 02:35:18 UTC,0,2017-11-07,2,Tue
105239,12,1,44,178,2017-11-07 02:39:18 UTC,0,2017-11-07,2,Tue
80571,12,1,19,178,2017-11-07 02:45:08 UTC,0,2017-11-07,2,Tue
3835,12,1,15,178,2017-11-07 02:50:19 UTC,0,2017-11-07,2,Tue
73516,12,2,13,178,2017-11-07 03:03:26 UTC,0,2017-11-07,3,Tue
152743,12,1,13,178,2017-11-07 03:05:17 UTC,0,2017-11-07,3,Tue
133827,12,1,13,178,2017-11-07 03:08:04 UTC,0,2017-11-07,3,Tue
20893,12,1,9,178,2017-11-07 03:14:00 UTC,0,2017-11-07,3,Tue
64187,12,1,19,178,2017-11-07 03:21:21 UTC,0,2017-11-07,3,Tue
166046,12,1,20,178,2017-11-07 03:28:15 UTC,0,2017-11-07,3,Tue
158417,1,1,20,178,2017-11-07 03:32:21 UTC,0,2017-11-07,3,Tue
48282,12,1,25,178,2017-11-07 03:40:22 UTC,0,2017-11-07,3,Tue
45868,12,1,22,178,2017-11-07 03:45:12 UTC,0,2017-11-07,3,Tue
171793,12,1,17,178,2017-11-07 04:01:40 UTC,0,2017-11-07,4,Tue
123994,12,1,19,178,2017-11-07 04:06:17 UTC,0,2017-11-07,4,Tue
159797,12,1,13,178,2017-11-07 04:12:35 UTC,0,2017-11-07,4,Tue
67008,12,1,23,178,2017-11-07 04:23:10 UTC,0,2017-11-07,4,Tue
161546,24,1,13,178,2017-11-07 04:25:34 UTC,0,2017-11-07,4,Tue
212504,12,1,19,178,2017-11-07 04:33:40 UTC,0,2017-11-07,4,Tue
69173,12,1,19,178,2017-11-07 04:38:05 UTC,0,2017-11-07,4,Tue
45591,12,1,13,178,2017-11-07 04:40:47 UTC,0,2017-11-07,4,Tue
103396,12,1,13,178,2017-11-07 04:47:54 UTC,0,2017-11-07,4,Tue
138309,12,1,13,178,2017-11-07 05:21:06 UTC,0,2017-11-07,5,Tue
200198,12,1,22,178,2017-11-07 05:27:00 UTC,0,2017-11-07,5,Tue
3071,1,1,35,178,2017-11-07 05:58:56 UTC,0,2017-11-07,5,Tue
34223,1,1,13,178,2017-11-07 06:00:43 UTC,0,2017-11-07,6,Tue
59719,12,1,19,178,2017-11-07 06:01:46 UTC,0,2017-11-07,6,Tue
50906,12,1,3,178,2017-11-07 06:32:21 UTC,0,2017-11-07,6,Tue
127969,1,1,18,178,2017-11-07 06:55:07 UTC,0,2017-11-07,6,Tue
127583,12,1,16,178,2017-11-07 07:30:06 UTC,0,2017-11-07,7,Tue
26814,12,1,6,178,2017-11-07 07:30:29 UTC,0,2017-11-07,7,Tue
157634,12,1,17,178,2017-11-07 07:36:37 UTC,0,2017-11-07,7,Tue
5348,12,2,8,178,2017-11-07 07:50:00 UTC,0,2017-11-07,7,Tue
149367,1,1,19,178,2017-11-07 07:50:48 UTC,0,2017-11-07,7,Tue
105981,12,1,6,178,2017-11-07 08:16:42 UTC,0,2017-11-07,8,Tue
115481,12,1,6,178,2017-11-07 08:21:11 UTC,0,2017-11-07,8,Tue
154636,12,1,20,178,2017-11-07 08:23:35 UTC,0,2017-11-07,8,Tue
86767,12,1,19,178,2017-11-07 08:39:58 UTC,0,2017-11-07,8,Tue
145934,12,1,28,178,2017-11-07 09:00:00 UTC,0,2017-11-07,9,Tue
21660,12,1,13,178,2017-11-07 09:00:46 UTC,0,2017-11-07,9,Tue
59837,12,1,19,178,2017-11-07 09:07:46 UTC,0,2017-11-07,9,Tue
91360,12,1,15,178,2017-11-07 09:10:27 UTC,0,2017-11-07,9,Tue
73487,12,1,19,178,2017-11-07 09:14:05 UTC,0,2017-11-07,9,Tue
28176,12,1,20,178,2017-11-07 09:17:01 UTC,0,2017-11-07,9,Tue
143837,12,1,12,178,2017-11-07 09:35:43 UTC,0,2017-11-07,9,Tue
108568,12,1,20,178,2017-11-07 09:37:37 UTC,0,2017-11-07,9,Tue
178716,12,1,1,178,2017-11-07 09:38:17 UTC,0,2017-11-07,9,Tue
75856,12,1,13,178,2017-11-07 09:44:13 UTC,0,2017-11-07,9,Tue
35046,12,1,19,178,2017-11-07 10:02:07 UTC,0,2017-11-07,10,Tue
38876,12,1,9,178,2017-11-07 10:04:31 UTC,0,2017-11-07,10,Tue
37502,12,1,9,178,2017-11-07 10:17:14 UTC,0,2017-11-07,10,Tue
52961,12,1,8,178,2017-11-07 10:20:55 UTC,0,2017-11-07,10,Tue
100485,12,1,13,178,2017-11-07 10:22:32 UTC,0,2017-11-07,10,Tue
64435,12,1,19,178,2017-11-07 10:23:04 UTC,0,2017-11-07,10,Tue
53454,1,1,19,178,2017-11-07 10:33:57 UTC,0,2017-11-07,10,Tue
63762,12,2,9,178,2017-11-07 10:35:26 UTC,0,2017-11-07,10,Tue
171240,1,1,13,178,2017-11-07 10:38:15 UTC,0,2017-11-07,10,Tue
116209,12,1,22,178,2017-11-07 10:40:18 UTC,0,2017-11-07,10,Tue
5448,1,1,13,178,2017-11-07 10:43:02 UTC,0,2017-11-07,10,Tue
50169,12,2,13,178,2017-11-07 10:53:29 UTC,0,2017-11-07,10,Tue
31401,24,1,16,178,2017-11-07 10:55:31 UTC,0,2017-11-07,10,Tue
7006,12,1,19,178,2017-11-07 11:01:51 UTC,0,2017-11-07,11,Tue
93289,12,1,13,178,2017-11-07 11:08:41 UTC,0,2017-11-07,11,Tue
41369,12,1,25,178,2017-11-07 11:12:14 UTC,0,2017-11-07,11,Tue
105292,12,1,13,178,2017-11-07 11:13:49 UTC,0,2017-11-07,11,Tue
5314,12,2,17,178,2017-11-07 11:25:25 UTC,0,2017-11-07,11,Tue
32591,24,1,19,178,2017-11-07 11:39:28 UTC,0,2017-11-07,11,Tue
184205,12,1,19,178,2017-11-07 11:48:09 UTC,0,2017-11-07,11,Tue
5314,12,1,13,178,2017-11-07 11:53:01 UTC,0,2017-11-07,11,Tue
50055,12,1,15,178,2017-11-07 11:59:36 UTC,0,2017-11-07,11,Tue
85489,12,1,19,178,2017-11-07 12:03:39 UTC,0,2017-11-07,12,Tue
105519,12,2,13,178,2017-11-07 12:15:09 UTC,0,2017-11-07,12,Tue
89845,12,1,10,178,2017-11-07 12:19:40 UTC,0,2017-11-07,12,Tue
92471,12,1,19,178,2017-11-07 12:24:49 UTC,0,2017-11-07,12,Tue
25251,12,1,17,178,2017-11-07 12:26:48 UTC,0,2017-11-07,12,Tue
149129,12,2,13,178,2017-11-07 12:31:25 UTC,0,2017-11-07,12,Tue
178581,12,1,13,178,2017-11-07 12:43:46 UTC,0,2017-11-07,12,Tue
79757,24,1,13,178,2017-11-07 12:49:27 UTC,0,2017-11-07,12,Tue
193464,12,1,22,178,2017-11-07 13:03:21 UTC,0,2017-11-07,13,Tue
76187,12,1,10,178,2017-11-07 13:09:52 UTC,0,2017-11-07,13,Tue
2770,12,1,17,178,2017-11-07 13:18:39 UTC,0,2017-11-07,13,Tue
63932,12,1,19,178,2017-11-07 13:20:00 UTC,0,2017-11-07,13,Tue
50284,12,1,17,178,2017-11-07 13:20:20 UTC,0,2017-11-07,13,Tue
200154,12,1,17,178,2017-11-07 13:26:59 UTC,0,2017-11-07,13,Tue
26814,12,1,13,178,2017-11-07 13:35:03 UTC,0,2017-11-07,13,Tue
76616,12,1,9,178,2017-11-07 13:42:18 UTC,0,2017-11-07,13,Tue
7072,12,2,65,178,2017-11-07 14:29:20 UTC,0,2017-11-07,14,Tue
9287,12,1,13,178,2017-11-07 14:46:27 UTC,0,2017-11-07,14,Tue
53454,12,1,19,178,2017-11-07 15:01:46 UTC,0,2017-11-07,15,Tue
189286,12,1,6,178,2017-11-07 15:08:47 UTC,0,2017-11-07,15,Tue
12129,12,1,19,178,2017-11-07 15:22:40 UTC,0,2017-11-07,15,Tue
95585,12,1,19,178,2017-11-07 16:05:53 UTC,0,2017-11-07,16,Tue
118146,12,1,13,178,2017-11-07 16:10:34 UTC,0,2017-11-07,16,Tue
257714,12,1,15,178,2017-11-07 16:12:22 UTC,0,2017-11-07,16,Tue
21894,12,1,19,178,2017-11-07 16:38:34 UTC,0,2017-11-07,16,Tue
48212,12,2,13,178,2017-11-07 16:49:12 UTC,0,2017-11-07,16,Tue
114107,24,1,13,178,2017-11-07 17:09:06 UTC,0,2017-11-07,17,Tue
81550,12,1,13,178,2017-11-07 17:17:47 UTC,0,2017-11-07,17,Tue
84900,12,1,18,178,2017-11-07 23:16:18 UTC,0,2017-11-07,23,Tue
137678,12,2,18,178,2017-11-07 23:24:08 UTC,0,2017-11-07,23,Tue
38300,12,1,19,178,2017-11-07 23:29:34 UTC,0,2017-11-07,23,Tue
56516,12,1,19,178,2017-11-07 23:39:42 UTC,0,2017-11-07,23,Tue
240578,12,1,3,178,2017-11-07 23:58:31 UTC,0,2017-11-07,23,Tue
58237,12,1,17,178,2017-11-08 01:08:42 UTC,0,2017-11-08,1,Wed
113958,12,1,13,178,2017-11-08 01:15:09 UTC,0,2017-11-08,1,Wed
103036,12,2,22,178,2017-11-08 01:31:21 UTC,0,2017-11-08,1,Wed
130629,12,1,17,178,2017-11-08 02:02:35 UTC,0,2017-11-08,2,Wed
161544,12,1,13,178,2017-11-08 02:14:00 UTC,0,2017-11-08,2,Wed
35884,12,1,8,178,2017-11-08 02:19:08 UTC,0,2017-11-08,2,Wed
56370,12,1,19,178,2017-11-08 02:34:13 UTC,0,2017-11-08,2,Wed
79717,12,1,19,178,2017-11-08 02:38:25 UTC,0,2017-11-08,2,Wed
24266,12,1,18,178,2017-11-08 02:38:38 UTC,0,2017-11-08,2,Wed
238693,12,1,19,178,2017-11-08 02:49:53 UTC,0,2017-11-08,2,Wed
159671,12,1,19,178,2017-11-08 02:53:28 UTC,0,2017-11-08,2,Wed
82843,12,2,15,178,2017-11-08 02:59:31 UTC,0,2017-11-08,2,Wed
81898,12,1,13,178,2017-11-08 03:07:20 UTC,0,2017-11-08,3,Wed
82663,12,1,17,178,2017-11-08 03:10:22 UTC,0,2017-11-08,3,Wed
14764,12,1,17,178,2017-11-08 03:11:40 UTC,0,2017-11-08,3,Wed
27056,12,1,13,178,2017-11-08 03:43:44 UTC,0,2017-11-08,3,Wed
133811,12,1,18,178,2017-11-08 05:00:09 UTC,0,2017-11-08,5,Wed
8632,12,1,17,178,2017-11-08 05:05:39 UTC,0,2017-11-08,5,Wed
93860,12,1,10,178,2017-11-08 05:07:08 UTC,0,2017-11-08,5,Wed
18246,12,1,19,178,2017-11-08 05:59:04 UTC,0,2017-11-08,5,Wed
116317,12,1,13,178,2017-11-08 06:03:43 UTC,0,2017-11-08,6,Wed
188049,12,1,19,178,2017-11-08 06:23:54 UTC,0,2017-11-08,6,Wed
106385,12,1,19,178,2017-11-08 06:30:54 UTC,0,2017-11-08,6,Wed
100896,12,1,13,178,2017-11-08 07:07:02 UTC,0,2017-11-08,7,Wed
176863,12,1,19,178,2017-11-08 07:15:14 UTC,0,2017-11-08,7,Wed
216496,12,1,22,178,2017-11-08 07:19:01 UTC,0,2017-11-08,7,Wed
84168,12,1,19,178,2017-11-08 07:47:21 UTC,0,2017-11-08,7,Wed
50296,12,1,13,178,2017-11-08 07:53:19 UTC,0,2017-11-08,7,Wed
37426,12,1,3,178,2017-11-08 08:00:17 UTC,0,2017-11-08,8,Wed
52766,12,1,19,178,2017-11-08 08:17:34 UTC,0,2017-11-08,8,Wed
50526,12,1,22,178,2017-11-08 08:21:33 UTC,0,2017-11-08,8,Wed
184271,12,1,19,178,2017-11-08 08:41:39 UTC,0,2017-11-08,8,Wed
85928,12,1,19,178,2017-11-08 08:45:58 UTC,0,2017-11-08,8,Wed
215924,12,1,10,178,2017-11-08 08:46:01 UTC,0,2017-11-08,8,Wed
111324,12,1,18,178,2017-11-08 08:47:45 UTC,0,2017-11-08,8,Wed
90891,12,1,19,178,2017-11-08 08:56:16 UTC,0,2017-11-08,8,Wed
284751,12,1,19,178,2017-11-08 08:58:27 UTC,0,2017-11-08,8,Wed
120673,12,1,19,178,2017-11-08 09:04:15 UTC,0,2017-11-08,9,Wed
14877,12,1,19,178,2017-11-08 09:20:16 UTC,0,2017-11-08,9,Wed
114220,12,1,17,178,2017-11-08 09:37:13 UTC,0,2017-11-08,9,Wed
8215,12,1,19,178,2017-11-08 09:46:01 UTC,0,2017-11-08,9,Wed
199611,12,1,17,178,2017-11-08 09:47:20 UTC,0,2017-11-08,9,Wed
1673,12,1,17,178,2017-11-08 09:47:53 UTC,0,2017-11-08,9,Wed
74447,12,1,13,178,2017-11-08 10:03:30 UTC,0,2017-11-08,10,Wed
91885,12,1,10,178,2017-11-08 10:19:37 UTC,0,2017-11-08,10,Wed
46899,12,1,13,178,2017-11-08 10:31:37 UTC,0,2017-11-08,10,Wed
925,24,2,13,178,2017-11-08 10:33:46 UTC,0,2017-11-08,10,Wed
55920,12,1,18,178,2017-11-08 10:34:42 UTC,0,2017-11-08,10,Wed
36150,12,1,19,178,2017-11-08 10:47:19 UTC,0,2017-11-08,10,Wed
271903,12,1,18,178,2017-11-08 10:49:07 UTC,0,2017-11-08,10,Wed
88551,12,2,9,178,2017-11-08 10:49:29 UTC,0,2017-11-08,10,Wed
51967,12,1,19,178,2017-11-08 10:51:31 UTC,0,2017-11-08,10,Wed
74725,12,1,17,178,2017-11-08 10:53:20 UTC,0,2017-11-08,10,Wed
96105,12,1,20,178,2017-11-08 11:00:12 UTC,0,2017-11-08,11,Wed
22368,12,1,18,178,2017-11-08 11:14:11 UTC,0,2017-11-08,11,Wed
185236,12,1,13,178,2017-11-08 11:33:54 UTC,0,2017-11-08,11,Wed
20215,24,1,44,178,2017-11-08 11:52:26 UTC,0,2017-11-08,11,Wed
1519,12,1,19,178,2017-11-08 11:52:35 UTC,0,2017-11-08,11,Wed
145896,12,1,49,178,2017-11-08 11:57:36 UTC,0,2017-11-08,11,Wed
106749,12,1,15,178,2017-11-08 12:01:54 UTC,0,2017-11-08,12,Wed
147144,12,1,19,178,2017-11-08 12:16:32 UTC,0,2017-11-08,12,Wed
55179,12,1,17,178,2017-11-08 12:21:55 UTC,0,2017-11-08,12,Wed
137052,12,1,15,178,2017-11-08 12:23:43 UTC,0,2017-11-08,12,Wed
28089,12,1,14,178,2017-11-08 12:29:02 UTC,0,2017-11-08,12,Wed
273910,12,2,10,178,2017-11-08 12:35:46 UTC,0,2017-11-08,12,Wed
91232,12,2,13,178,2017-11-08 12:55:35 UTC,0,2017-11-08,12,Wed
74122,24,1,13,178,2017-11-08 12:57:07 UTC,0,2017-11-08,12,Wed
118930,12,1,18,178,2017-11-08 13:37:11 UTC,0,2017-11-08,13,Wed
39268,12,1,19,178,2017-11-08 14:06:41 UTC,0,2017-11-08,14,Wed
81897,24,2,13,178,2017-11-08 14:12:51 UTC,0,2017-11-08,14,Wed
191021,12,2,19,178,2017-11-08 14:41:07 UTC,0,2017-11-08,14,Wed
80336,12,2,9,178,2017-11-08 14:45:38 UTC,0,2017-11-08,14,Wed
249497,12,1,13,178,2017-11-08 15:50:39 UTC,0,2017-11-08,15,Wed
124715,12,1,18,178,2017-11-08 15:51:32 UTC,0,2017-11-08,15,Wed
86767,12,1,13,178,2017-11-08 16:06:50 UTC,0,2017-11-08,16,Wed
344509,12,1,14,178,2017-11-08 16:07:15 UTC,0,2017-11-08,16,Wed
1413,24,1,17,178,2017-11-08 16:31:28 UTC,0,2017-11-08,16,Wed
181871,12,1,13,178,2017-11-08 16:51:22 UTC,0,2017-11-08,16,Wed
86474,12,1,8,178,2017-11-08 17:00:08 UTC,0,2017-11-08,17,Wed
361422,24,1,2,178,2017-11-08 17:38:33 UTC,0,2017-11-08,17,Wed
85154,12,1,35,178,2017-11-08 23:07:19 UTC,0,2017-11-08,23,Wed
3488,12,1,19,178,2017-11-08 23:44:44 UTC,0,2017-11-08,23,Wed
238978,12,1,25,178,2017-11-08 23:58:58 UTC,0,2017-11-08,23,Wed
39140,12,1,19,178,2017-11-09 00:14:30 UTC,0,2017-11-09,0,Thu
78500,12,1,13,178,2017-11-09 00:41:59 UTC,0,2017-11-09,0,Thu
73516,12,2,9,178,2017-11-09 01:11:52 UTC,0,2017-11-09,1,Thu
25818,12,1,13,178,2017-11-09 01:48:10 UTC,0,2017-11-09,1,Thu
80147,12,1,19,178,2017-11-09 01:57:01 UTC,0,2017-11-09,1,Thu
162150,12,1,22,178,2017-11-09 01:58:15 UTC,0,2017-11-09,1,Thu
37002,12,1,19,178,2017-11-09 02:08:27 UTC,0,2017-11-09,2,Thu
332261,12,1,6,178,2017-11-09 02:18:51 UTC,0,2017-11-09,2,Thu
973,12,1,13,178,2017-11-09 02:35:38 UTC,0,2017-11-09,2,Thu
89198,12,1,17,178,2017-11-09 02:43:12 UTC,0,2017-11-09,2,Thu
19023,12,1,19,178,2017-11-09 02:52:47 UTC,0,2017-11-09,2,Thu
124953,12,1,15,178,2017-11-09 03:09:13 UTC,0,2017-11-09,3,Thu
27045,24,1,27,178,2017-11-09 03:16:15 UTC,0,2017-11-09,3,Thu
75634,12,1,18,178,2017-11-09 03:20:45 UTC,0,2017-11-09,3,Thu
106200,12,1,6,178,2017-11-09 03:20:49 UTC,0,2017-11-09,3,Thu
18126,12,1,25,178,2017-11-09 03:23:37 UTC,0,2017-11-09,3,Thu
107364,12,1,13,178,2017-11-09 03:38:07 UTC,0,2017-11-09,3,Thu
105339,12,1,19,178,2017-11-09 03:41:43 UTC,0,2017-11-09,3,Thu
355971,12,2,13,178,2017-11-09 03:48:35 UTC,0,2017-11-09,3,Thu
101931,12,1,3,178,2017-11-09 05:18:46 UTC,0,2017-11-09,5,Thu
32661,12,1,19,178,2017-11-09 05:20:57 UTC,0,2017-11-09,5,Thu
96964,12,1,19,178,2017-11-09 05:21:27 UTC,0,2017-11-09,5,Thu
124136,12,2,9,178,2017-11-09 05:28:39 UTC,0,2017-11-09,5,Thu
47999,12,1,20,178,2017-11-09 05:42:25 UTC,0,2017-11-09,5,Thu
18204,12,1,19,178,2017-11-09 05:51:17 UTC,0,2017-11-09,5,Thu
24039,12,1,19,178,2017-11-09 05:51:29 UTC,0,2017-11-09,5,Thu
31467,12,1,19,178,2017-11-09 05:55:09 UTC,0,2017-11-09,5,Thu
76181,12,2,9,178,2017-11-09 06:01:03 UTC,0,2017-11-09,6,Thu
77184,12,1,12,178,2017-11-09 06:33:02 UTC,0,2017-11-09,6,Thu
195346,12,1,13,178,2017-11-09 06:42:07 UTC,0,2017-11-09,6,Thu
83388,12,1,10,178,2017-11-09 06:55:16 UTC,0,2017-11-09,6,Thu
83616,12,1,3,178,2017-11-09 07:01:11 UTC,0,2017-11-09,7,Thu
48212,12,2,9,178,2017-11-09 07:14:11 UTC,0,2017-11-09,7,Thu
2805,12,1,19,178,2017-11-09 07:30:42 UTC,0,2017-11-09,7,Thu
31540,12,1,19,178,2017-11-09 07:48:33 UTC,0,2017-11-09,7,Thu
317869,12,1,13,178,2017-11-09 08:14:40 UTC,0,2017-11-09,8,Thu
157529,12,1,19,178,2017-11-09 08:15:27 UTC,0,2017-11-09,8,Thu
98944,12,1,13,178,2017-11-09 08:20:02 UTC,0,2017-11-09,8,Thu
102919,12,1,19,178,2017-11-09 08:23:24 UTC,0,2017-11-09,8,Thu
107229,12,1,19,178,2017-11-09 08:26:55 UTC,0,2017-11-09,8,Thu
132492,24,1,10,178,2017-11-09 08:27:19 UTC,0,2017-11-09,8,Thu
5325,12,1,13,178,2017-11-09 08:36:44 UTC,0,2017-11-09,8,Thu
14025,24,2,13,178,2017-11-09 08:57:36 UTC,0,2017-11-09,8,Thu
120546,12,1,20,178,2017-11-09 09:07:07 UTC,0,2017-11-09,9,Thu
209944,12,1,19,178,2017-11-09 09:16:18 UTC,0,2017-11-09,9,Thu
130810,12,1,10,178,2017-11-09 09:23:04 UTC,0,2017-11-09,9,Thu
75463,12,1,19,178,2017-11-09 09:46:55 UTC,0,2017-11-09,9,Thu
146180,12,1,9,178,2017-11-09 09:56:02 UTC,0,2017-11-09,9,Thu
327479,12,1,19,178,2017-11-09 10:03:38 UTC,0,2017-11-09,10,Thu
83252,12,1,13,178,2017-11-09 10:16:00 UTC,0,2017-11-09,10,Thu
112356,12,1,19,178,2017-11-09 10:23:34 UTC,0,2017-11-09,10,Thu
51859,12,1,19,178,2017-11-09 10:33:36 UTC,0,2017-11-09,10,Thu
111389,12,1,13,178,2017-11-09 10:36:29 UTC,0,2017-11-09,10,Thu
114276,12,1,17,178,2017-11-09 10:42:43 UTC,0,2017-11-09,10,Thu
106354,12,1,19,178,2017-11-09 10:45:24 UTC,0,2017-11-09,10,Thu
200755,12,1,19,178,2017-11-09 10:56:38 UTC,0,2017-11-09,10,Thu
13634,12,1,15,178,2017-11-09 11:01:04 UTC,0,2017-11-09,11,Thu
42164,12,1,19,178,2017-11-09 11:03:51 UTC,0,2017-11-09,11,Thu
20411,12,2,13,178,2017-11-09 11:04:18 UTC,0,2017-11-09,11,Thu
38376,12,1,15,178,2017-11-09 11:09:24 UTC,0,2017-11-09,11,Thu
26792,24,2,9,178,2017-11-09 11:10:13 UTC,0,2017-11-09,11,Thu
230325,12,1,13,178,2017-11-09 11:20:18 UTC,0,2017-11-09,11,Thu
67806,12,2,13,178,2017-11-09 11:26:21 UTC,0,2017-11-09,11,Thu
109145,24,1,19,178,2017-11-09 11:54:32 UTC,0,2017-11-09,11,Thu
14751,12,1,20,178,2017-11-09 12:05:30 UTC,0,2017-11-09,12,Thu
14087,12,1,6,178,2017-11-09 12:25:10 UTC,0,2017-11-09,12,Thu
28113,12,1,17,178,2017-11-09 12:58:11 UTC,0,2017-11-09,12,Thu
114276,12,1,14,178,2017-11-09 13:03:12 UTC,0,2017-11-09,13,Thu
85642,12,1,13,178,2017-11-09 13:16:42 UTC,0,2017-11-09,13,Thu
54587,12,1,13,178,2017-11-09 13:17:43 UTC,0,2017-11-09,13,Thu
26995,12,1,13,178,2017-11-09 13:28:33 UTC,0,2017-11-09,13,Thu
77318,12,1,19,178,2017-11-09 13:33:43 UTC,0,2017-11-09,13,Thu
288760,12,1,13,178,2017-11-09 14:06:43 UTC,0,2017-11-09,14,Thu
76764,12,2,1,178,2017-11-09 14:10:52 UTC,0,2017-11-09,14,Thu
204260,12,1,6,178,2017-11-09 14:30:17 UTC,0,2017-11-09,14,Thu
77107,12,1,22,178,2017-11-09 14:35:45 UTC,0,2017-11-09,14,Thu
5314,12,2,13,178,2017-11-09 14:37:45 UTC,0,2017-11-09,14,Thu
102357,12,2,20,178,2017-11-09 14:57:44 UTC,0,2017-11-09,14,Thu
127804,12,1,13,178,2017-11-09 15:16:50 UTC,0,2017-11-09,15,Thu
113389,12,1,8,178,2017-11-09 15:28:43 UTC,0,2017-11-09,15,Thu
42869,12,1,22,182,2017-11-08 02:26:27 UTC,0,2017-11-08,2,Wed
12457,3,1,6,182,2017-11-08 02:27:47 UTC,0,2017-11-08,2,Wed
53454,3,1,19,182,2017-11-08 03:00:55 UTC,0,2017-11-08,3,Wed
304407,3,1,35,182,2017-11-09 09:44:53 UTC,0,2017-11-09,9,Thu
363653,3,1,6,182,2017-11-09 10:07:41 UTC,0,2017-11-09,10,Thu
13186,3,1,22,182,2017-11-09 12:45:53 UTC,0,2017-11-09,12,Thu
79779,51,0,38,203,2017-11-06 22:53:51 UTC,0,2017-11-06,22,Mon
151188,2,1,19,205,2017-11-06 17:14:32 UTC,0,2017-11-06,17,Mon
209155,12,1,16,205,2017-11-06 17:17:59 UTC,0,2017-11-06,17,Mon
39756,2,1,8,205,2017-11-06 17:27:54 UTC,0,2017-11-06,17,Mon
53960,2,1,3,205,2017-11-06 17:44:43 UTC,0,2017-11-06,17,Mon
105519,2,1,19,205,2017-11-06 19:11:17 UTC,0,2017-11-06,19,Mon
201181,3,1,22,205,2017-11-06 19:42:08 UTC,0,2017-11-06,19,Mon
96078,3,1,13,205,2017-11-06 22:01:05 UTC,0,2017-11-06,22,Mon
