ip,app,device,os,channel,click_time,is_attributed,click_datetime,click_date,click_hour,click_dow
79745,27,1,14,153,2017-11-08 12:18:54,0,11/8/2017 12:18:54,2017-11-08,12,Wed
43855,3,1,19,137,2017-11-09 9:11:13,0,11/9/2017 9:11:13,2017-11-09,9,Thu
22792,1,1,3,178,2017-11-07 1:01:39,0,11/7/2017 1:01:39,2017-11-07,1,Tue
109890,3,1,35,280,2017-11-08 7:18:25,0,11/8/2017 7:18:25,2017-11-08,7,Wed
7944,3,1,22,379,2017-11-08 0:44:10,0,11/8/2017 0:44:10,2017-11-08,0,Wed
141999,15,1,1,412,2017-11-07 2:04:58,0,11/7/2017 2:04:58,2017-11-07,2,Tue
28176,12,1,20,178,2017-11-07 9:17:01,0,11/7/2017 9:17:01,2017-11-07,9,Tue
5348,21,1,13,128,2017-11-09 4:51:39,0,11/9/2017 4:51:39,2017-11-09,4,Thu
186145,2,1,35,377,2017-11-07 12:00:01,0,11/7/2017 12:00:01,2017-11-07,12,Tue
53715,18,1,18,107,2017-11-09 10:27:49,0,11/9/2017 10:27:49,2017-11-09,10,Thu
108075,27,1,13,153,2017-11-09 13:32:13,0,11/9/2017 13:32:13,2017-11-09,13,Thu
78648,2,1,17,477,2017-11-07 17:37:25,0,11/7/2017 17:37:25,2017-11-07,17,Tue
9876,2,1,18,212,2017-11-08 20:05:46,0,11/8/2017 20:05:46,2017-11-08,20,Wed
5348,12,2,13,265,2017-11-08 0:26:38,0,11/8/2017 0:26:38,2017-11-08,0,Wed
10428,9,1,23,127,2017-11-09 10:26:32,0,11/9/2017 10:26:32,2017-11-09,10,Thu
83366,18,1,8,107,2017-11-09 15:48:04,0,11/9/2017 15:48:04,2017-11-09,15,Thu
55569,3,1,3,173,2017-11-08 17:44:47,0,11/8/2017 17:44:47,2017-11-08,17,Wed
33012,3,1,12,173,2017-11-09 14:43:55,0,11/9/2017 14:43:55,2017-11-09,14,Thu
39059,14,1,13,489,2017-11-07 4:09:23,0,11/7/2017 4:09:23,2017-11-07,4,Tue
153181,12,1,18,409,2017-11-08 3:32:04,0,11/8/2017 3:32:04,2017-11-08,3,Wed
40207,2,1,13,477,2017-11-09 6:43:05,0,11/9/2017 6:43:05,2017-11-09,6,Thu
116209,12,1,22,178,2017-11-07 10:40:18,0,11/7/2017 10:40:18,2017-11-07,10,Tue
161544,12,1,13,178,2017-11-08 2:14:00,0,11/8/2017 2:14:00,2017-11-08,2,Wed
14374,3,1,19,280,2017-11-08 15:46:06,0,11/8/2017 15:46:06,2017-11-08,15,Wed
43255,3,1,22,442,2017-11-07 23:37:24,0,11/7/2017 23:37:24,2017-11-07,23,Tue
105606,15,1,13,245,2017-11-08 20:59:02,0,11/8/2017 20:59:02,2017-11-08,20,Wed
38265,15,1,11,153,2017-11-07 19:10:24,0,11/7/2017 19:10:24,2017-11-07,19,Tue
178099,3,1,25,130,2017-11-07 4:19:37,0,11/7/2017 4:19:37,2017-11-07,4,Tue
177243,18,1,20,107,2017-11-07 0:58:46,0,11/7/2017 0:58:46,2017-11-07,0,Tue
107155,3,1,13,480,2017-11-08 13:30:58,0,11/8/2017 13:30:58,2017-11-08,13,Wed
21162,1,1,19,13,2017-11-08 2:23:49,0,11/8/2017 2:23:49,2017-11-08,2,Wed
182003,15,1,19,245,2017-11-06 16:59:31,0,11/6/2017 16:59:31,2017-11-06,16,Mon
22244,12,1,16,259,2017-11-08 6:43:58,0,11/8/2017 6:43:58,2017-11-08,6,Wed
104366,13,1,19,400,2017-11-07 9:25:50,0,11/7/2017 9:25:50,2017-11-07,9,Tue
7840,3,1,8,280,2017-11-09 0:37:36,0,11/9/2017 0:37:36,2017-11-09,0,Thu
6750,2,1,19,258,2017-11-07 9:14:21,0,11/7/2017 9:14:21,2017-11-07,9,Tue
64341,2,1,19,237,2017-11-07 5:31:15,0,11/7/2017 5:31:15,2017-11-07,5,Tue
173141,14,1,19,463,2017-11-07 15:17:26,0,11/7/2017 15:17:26,2017-11-07,15,Tue
92735,9,1,15,442,2017-11-09 6:11:12,0,11/9/2017 6:11:12,2017-11-09,6,Thu
97341,15,1,15,130,2017-11-07 22:15:24,0,11/7/2017 22:15:24,2017-11-07,22,Tue
271500,20,1,19,259,2017-11-07 22:40:13,0,11/7/2017 22:40:13,2017-11-07,22,Tue
109333,3,1,13,280,2017-11-07 4:59:28,0,11/7/2017 4:59:28,2017-11-07,4,Tue
195048,9,1,19,489,2017-11-07 12:21:54,0,11/7/2017 12:21:54,2017-11-07,12,Tue
190496,3,1,17,280,2017-11-07 8:16:55,0,11/7/2017 8:16:55,2017-11-07,8,Tue
88358,64,1,13,459,2017-11-06 16:02:04,0,11/6/2017 16:02:04,2017-11-06,16,Mon
211889,18,1,40,107,2017-11-07 9:30:52,0,11/7/2017 9:30:52,2017-11-07,9,Tue
76727,13,1,19,477,2017-11-06 22:48:46,0,11/6/2017 22:48:46,2017-11-06,22,Mon
7243,9,1,37,489,2017-11-08 9:03:21,0,11/8/2017 9:03:21,2017-11-08,9,Wed
33525,3,1,19,280,2017-11-07 0:01:21,0,11/7/2017 0:01:21,2017-11-07,0,Tue
52333,12,1,14,245,2017-11-08 17:42:43,0,11/8/2017 17:42:43,2017-11-08,17,Wed
89792,3,1,1,424,2017-11-09 1:46:02,0,11/9/2017 1:46:02,2017-11-09,1,Thu
88727,18,1,12,107,2017-11-09 9:52:55,0,11/9/2017 9:52:55,2017-11-09,9,Thu
6123,9,1,19,215,2017-11-09 4:36:52,0,11/9/2017 4:36:52,2017-11-09,4,Thu
109480,18,1,27,376,2017-11-07 14:33:24,0,11/7/2017 14:33:24,2017-11-07,14,Tue
236755,3,1,41,115,2017-11-08 16:34:56,0,11/8/2017 16:34:56,2017-11-08,16,Wed
77540,3,1,22,130,2017-11-09 7:01:10,0,11/9/2017 7:01:10,2017-11-09,7,Thu
127254,12,1,20,265,2017-11-07 6:06:12,0,11/7/2017 6:06:12,2017-11-07,6,Tue
250288,8,1,6,145,2017-11-08 22:52:05,0,11/8/2017 22:52:05,2017-11-08,22,Wed
64741,18,1,19,134,2017-11-09 1:44:32,0,11/9/2017 1:44:32,2017-11-09,1,Thu
26454,3,1,19,409,2017-11-09 12:13:59,0,11/9/2017 12:13:59,2017-11-09,12,Thu
4630,17,1,10,280,2017-11-07 5:43:17,0,11/7/2017 5:43:17,2017-11-07,5,Tue
104621,18,1,37,107,2017-11-09 9:56:11,0,11/9/2017 9:56:11,2017-11-09,9,Thu
204001,3,1,19,371,2017-11-08 1:08:05,0,11/8/2017 1:08:05,2017-11-08,1,Wed
67806,12,2,13,178,2017-11-09 11:26:21,0,11/9/2017 11:26:21,2017-11-09,11,Thu
80388,25,1,9,259,2017-11-07 6:37:03,0,11/7/2017 6:37:03,2017-11-07,6,Tue
9795,12,1,37,259,2017-11-08 13:00:05,0,11/8/2017 13:00:05,2017-11-08,13,Wed
55722,3,1,17,30,2017-11-09 7:19:52,0,11/9/2017 7:19:52,2017-11-09,7,Thu
160220,12,1,26,245,2017-11-07 14:16:55,0,11/7/2017 14:16:55,2017-11-07,14,Tue
113786,9,1,13,442,2017-11-08 1:50:48,0,11/8/2017 1:50:48,2017-11-08,1,Wed
120546,12,1,20,178,2017-11-09 9:07:07,0,11/9/2017 9:07:07,2017-11-09,9,Thu
175837,15,1,18,412,2017-11-08 13:08:48,0,11/8/2017 13:08:48,2017-11-08,13,Wed
108697,26,1,17,121,2017-11-07 23:55:20,0,11/7/2017 23:55:20,2017-11-07,23,Tue
49541,15,1,13,379,2017-11-07 8:29:00,0,11/7/2017 8:29:00,2017-11-07,8,Tue
7308,1,1,9,124,2017-11-09 1:57:32,0,11/9/2017 1:57:32,2017-11-09,1,Thu
184702,18,1,14,134,2017-11-08 0:33:37,0,11/8/2017 0:33:37,2017-11-08,0,Wed
52549,11,1,19,137,2017-11-08 15:17:55,0,11/8/2017 15:17:55,2017-11-08,15,Wed
11170,9,1,19,334,2017-11-07 8:37:16,0,11/7/2017 8:37:16,2017-11-07,8,Tue
43793,2,1,13,477,2017-11-09 10:23:54,0,11/9/2017 10:23:54,2017-11-09,10,Thu
5314,18,1,15,121,2017-11-09 15:55:06,0,11/9/2017 15:55:06,2017-11-09,15,Thu
5348,12,1,19,145,2017-11-09 5:55:55,0,11/9/2017 5:55:55,2017-11-09,5,Thu
86405,3,1,17,280,2017-11-08 5:46:24,0,11/8/2017 5:46:24,2017-11-08,5,Wed
178851,2,1,15,205,2017-11-08 10:31:28,0,11/8/2017 10:31:28,2017-11-08,10,Wed
104397,3,1,19,424,2017-11-09 14:21:31,0,11/9/2017 14:21:31,2017-11-09,14,Thu
110176,8,1,13,145,2017-11-08 23:25:34,0,11/8/2017 23:25:34,2017-11-08,23,Wed
107204,3,1,19,153,2017-11-08 9:35:06,0,11/8/2017 9:35:06,2017-11-08,9,Wed
79332,6,1,13,459,2017-11-09 14:03:31,0,11/9/2017 14:03:31,2017-11-09,14,Thu
114878,3,1,19,280,2017-11-08 14:38:36,0,11/8/2017 14:38:36,2017-11-08,14,Wed
18165,12,1,9,265,2017-11-09 13:48:31,0,11/9/2017 13:48:31,2017-11-09,13,Thu
163712,18,1,22,317,2017-11-07 4:24:12,0,11/7/2017 4:24:12,2017-11-07,4,Tue
163785,9,1,13,466,2017-11-09 6:54:02,0,11/9/2017 6:54:02,2017-11-09,6,Thu
22567,14,1,19,379,2017-11-08 4:27:37,0,11/8/2017 4:27:37,2017-11-08,4,Wed
149500,20,2,42,259,2017-11-07 14:20:44,0,11/7/2017 14:20:44,2017-11-07,14,Tue
114878,2,2,49,205,2017-11-08 13:02:30,0,11/8/2017 13:02:30,2017-11-08,13,Wed
125222,3,1,13,442,2017-11-09 12:22:23,0,11/9/2017 12:22:23,2017-11-09,12,Thu
45275,15,1,17,140,2017-11-06 16:32:06,0,11/6/2017 16:32:06,2017-11-06,16,Mon
37502,12,1,9,178,2017-11-07 10:17:14,0,11/7/2017 10:17:14,2017-11-07,10,Tue
178851,2,1,19,205,2017-11-08 0:18:17,0,11/8/2017 0:18:17,2017-11-08,0,Wed
162574,6,1,10,125,2017-11-08 13:33:32,0,11/8/2017 13:33:32,2017-11-08,13,Wed
271903,12,1,18,178,2017-11-08 10:49:07,0,11/8/2017 10:49:07,2017-11-08,10,Wed
100339,2,1,18,477,2017-11-08 13:03:05,0,11/8/2017 13:03:05,2017-11-08,13,Wed
22804,18,1,19,134,2017-11-07 14:45:33,0,11/7/2017 14:45:33,2017-11-07,14,Tue
120709,14,1,19,349,2017-11-09 13:06:06,0,11/9/2017 13:06:06,2017-11-09,13,Thu
69595,8,1,13,259,2017-11-07 7:13:50,0,11/7/2017 7:13:50,2017-11-07,7,Tue
184271,12,1,19,178,2017-11-08 8:41:39,0,11/8/2017 8:41:39,2017-11-08,8,Wed
21274,3,1,6,173,2017-11-09 6:48:31,0,11/9/2017 6:48:31,2017-11-09,6,Thu
101367,2,1,13,469,2017-11-07 5:46:31,0,11/7/2017 5:46:31,2017-11-07,5,Tue
118410,26,1,53,121,2017-11-08 5:39:38,0,11/8/2017 5:39:38,2017-11-08,5,Wed
67628,2,1,19,122,2017-11-09 14:32:04,0,11/9/2017 14:32:04,2017-11-09,14,Thu
116407,14,1,17,489,2017-11-08 2:31:05,0,11/8/2017 2:31:05,2017-11-08,2,Wed
22006,12,1,14,328,2017-11-07 11:42:18,0,11/7/2017 11:42:18,2017-11-07,11,Tue
33643,18,1,37,107,2017-11-09 9:37:53,0,11/9/2017 9:37:53,2017-11-09,9,Thu
40535,9,1,3,334,2017-11-09 0:19:47,0,11/9/2017 0:19:47,2017-11-09,0,Thu
112377,3,1,17,442,2017-11-08 0:51:12,0,11/8/2017 0:51:12,2017-11-08,0,Wed
41725,3,1,8,280,2017-11-08 4:10:47,0,11/8/2017 4:10:47,2017-11-08,4,Wed
37375,18,1,13,107,2017-11-06 23:49:35,0,11/6/2017 23:49:35,2017-11-06,23,Mon
73516,12,2,13,178,2017-11-07 3:03:26,0,11/7/2017 3:03:26,2017-11-07,3,Tue
116198,8,1,25,145,2017-11-09 8:04:51,0,11/9/2017 8:04:51,2017-11-09,8,Thu
8019,3,1,13,452,2017-11-08 8:19:36,0,11/8/2017 8:19:36,2017-11-08,8,Wed
23130,12,1,19,265,2017-11-06 17:19:17,0,11/6/2017 17:19:17,2017-11-06,17,Mon
26995,2,1,19,219,2017-11-09 14:10:35,0,11/9/2017 14:10:35,2017-11-09,14,Thu
6860,3,1,22,466,2017-11-07 11:11:40,0,11/7/2017 11:11:40,2017-11-07,11,Tue
109776,18,1,37,107,2017-11-08 12:31:31,0,11/8/2017 12:31:31,2017-11-08,12,Wed
73487,9,2,13,234,2017-11-08 9:57:54,0,11/8/2017 9:57:54,2017-11-08,9,Wed
64268,15,1,13,153,2017-11-08 17:57:49,0,11/8/2017 17:57:49,2017-11-08,17,Wed
93587,12,1,32,259,2017-11-09 10:54:16,0,11/9/2017 10:54:16,2017-11-09,10,Thu
54992,2,1,17,377,2017-11-09 3:50:43,0,11/9/2017 3:50:43,2017-11-09,3,Thu
184822,2,1,13,435,2017-11-09 12:10:04,0,11/9/2017 12:10:04,2017-11-09,12,Thu
193464,12,1,22,178,2017-11-07 13:03:21,0,11/7/2017 13:03:21,2017-11-07,13,Tue
106598,6,2,9,125,2017-11-08 10:43:14,0,11/8/2017 10:43:14,2017-11-08,10,Wed
74013,12,1,13,265,2017-11-08 9:10:59,0,11/8/2017 9:10:59,2017-11-08,9,Wed
78739,18,1,23,107,2017-11-09 3:07:12,0,11/9/2017 3:07:12,2017-11-09,3,Thu
43855,13,1,12,477,2017-11-08 13:59:37,0,11/8/2017 13:59:37,2017-11-08,13,Wed
23358,1,1,17,134,2017-11-07 23:06:40,0,11/7/2017 23:06:40,2017-11-07,23,Tue
67197,3,1,25,379,2017-11-07 13:57:39,0,11/7/2017 13:57:39,2017-11-07,13,Tue
47902,18,1,19,439,2017-11-08 14:23:09,0,11/8/2017 14:23:09,2017-11-08,14,Wed
124526,15,1,17,245,2017-11-08 1:15:38,0,11/8/2017 1:15:38,2017-11-08,1,Wed
42869,25,1,16,259,2017-11-07 10:51:09,0,11/7/2017 10:51:09,2017-11-07,10,Tue
96038,18,1,10,439,2017-11-08 15:13:08,0,11/8/2017 15:13:08,2017-11-08,15,Wed
15343,18,1,19,107,2017-11-06 17:47:27,0,11/6/2017 17:47:27,2017-11-06,17,Mon
54868,64,1,37,459,2017-11-08 2:14:46,0,11/8/2017 2:14:46,2017-11-08,2,Wed
95140,3,1,13,280,2017-11-08 2:43:36,0,11/8/2017 2:43:36,2017-11-08,2,Wed
254077,14,1,6,401,2017-11-09 11:26:19,0,11/9/2017 11:26:19,2017-11-09,11,Thu
48337,12,1,13,245,2017-11-07 7:49:10,0,11/7/2017 7:49:10,2017-11-07,7,Tue
22978,12,1,19,178,2017-11-06 17:44:37,0,11/6/2017 17:44:37,2017-11-06,17,Mon
38725,3,1,1,280,2017-11-08 3:05:41,0,11/8/2017 3:05:41,2017-11-08,3,Wed
73278,12,1,53,205,2017-11-08 14:56:57,0,11/8/2017 14:56:57,2017-11-08,14,Wed
139498,3,1,20,424,2017-11-09 4:09:07,0,11/9/2017 4:09:07,2017-11-09,4,Thu
163168,2,1,13,237,2017-11-07 4:36:15,0,11/7/2017 4:36:15,2017-11-07,4,Tue
162293,12,1,16,242,2017-11-07 23:44:08,0,11/7/2017 23:44:08,2017-11-07,23,Tue
80908,15,1,19,265,2017-11-07 13:00:02,0,11/7/2017 13:00:02,2017-11-07,13,Tue
106136,2,1,19,237,2017-11-07 5:15:34,0,11/7/2017 5:15:34,2017-11-07,5,Tue
73210,20,1,19,259,2017-11-08 15:13:27,0,11/8/2017 15:13:27,2017-11-08,15,Wed
79092,12,1,32,145,2017-11-07 22:59:21,0,11/7/2017 22:59:21,2017-11-07,22,Tue
88120,18,1,19,107,2017-11-09 9:22:00,0,11/9/2017 9:22:00,2017-11-09,9,Thu
34499,3,1,15,115,2017-11-08 13:19:09,0,11/8/2017 13:19:09,2017-11-08,13,Wed
123572,14,1,19,134,2017-11-07 0:25:09,0,11/7/2017 0:25:09,2017-11-07,0,Tue
52692,26,1,15,477,2017-11-09 14:59:06,0,11/9/2017 14:59:06,2017-11-09,14,Thu
63812,1,1,17,178,2017-11-07 2:10:02,0,11/7/2017 2:10:02,2017-11-07,2,Tue
1634,15,1,18,412,2017-11-07 13:05:00,0,11/7/2017 13:05:00,2017-11-07,13,Tue
43805,6,1,23,459,2017-11-07 13:20:49,0,11/7/2017 13:20:49,2017-11-07,13,Tue
6713,9,1,13,215,2017-11-06 17:51:41,0,11/6/2017 17:51:41,2017-11-06,17,Mon
2306,18,1,32,439,2017-11-09 4:27:26,0,11/9/2017 4:27:26,2017-11-09,4,Thu
111324,2,1,19,237,2017-11-08 2:32:11,0,11/8/2017 2:32:11,2017-11-08,2,Wed
7567,3,1,19,424,2017-11-08 8:44:32,0,11/8/2017 8:44:32,2017-11-08,8,Wed
92712,12,1,15,326,2017-11-07 22:58:44,0,11/7/2017 22:58:44,2017-11-07,22,Tue
119626,20,1,15,259,2017-11-09 14:06:33,0,11/9/2017 14:06:33,2017-11-09,14,Thu
16473,13,1,13,477,2017-11-08 13:19:54,0,11/8/2017 13:19:54,2017-11-08,13,Wed
53765,3,1,18,480,2017-11-06 23:17:41,0,11/6/2017 23:17:41,2017-11-06,23,Mon
196072,2,1,13,243,2017-11-07 8:13:26,0,11/7/2017 8:13:26,2017-11-07,8,Tue
58700,15,1,13,315,2017-11-09 13:10:17,0,11/9/2017 13:10:17,2017-11-09,13,Thu
175250,3,1,17,173,2017-11-06 22:38:41,0,11/6/2017 22:38:41,2017-11-06,22,Mon
99311,15,1,1,245,2017-11-06 16:56:28,0,11/6/2017 16:56:28,2017-11-06,16,Mon
211579,14,1,13,489,2017-11-09 3:34:10,0,11/9/2017 3:34:10,2017-11-09,3,Thu
45256,23,1,16,153,2017-11-09 4:39:47,0,11/9/2017 4:39:47,2017-11-09,4,Thu
155689,3,1,32,280,2017-11-08 7:19:17,0,11/8/2017 7:19:17,2017-11-08,7,Wed
625,3,1,20,280,2017-11-07 12:46:04,0,11/7/2017 12:46:04,2017-11-07,12,Tue
73238,14,1,19,489,2017-11-07 8:10:44,0,11/7/2017 8:10:44,2017-11-07,8,Tue
231612,12,1,13,259,2017-11-09 13:50:29,0,11/9/2017 13:50:29,2017-11-09,13,Thu
125362,7,1,19,101,2017-11-09 6:11:16,0,11/9/2017 6:11:16,2017-11-09,6,Thu
36311,12,1,19,265,2017-11-07 11:32:23,0,11/7/2017 11:32:23,2017-11-07,11,Tue
16741,2,1,13,243,2017-11-09 3:59:23,0,11/9/2017 3:59:23,2017-11-09,3,Thu
9513,8,1,19,145,2017-11-07 14:13:56,0,11/7/2017 14:13:56,2017-11-07,14,Tue
17034,2,1,10,122,2017-11-09 12:06:03,0,11/9/2017 12:06:03,2017-11-09,12,Thu
15968,23,2,19,153,2017-11-09 3:16:44,0,11/9/2017 3:16:44,2017-11-09,3,Thu
10613,3,1,22,452,2017-11-08 12:04:03,0,11/8/2017 12:04:03,2017-11-08,12,Wed
48451,1,1,13,153,2017-11-06 19:34:32,0,11/6/2017 19:34:32,2017-11-06,19,Mon
40372,9,1,19,334,2017-11-08 1:01:25,0,11/8/2017 1:01:25,2017-11-08,1,Wed
9314,64,1,15,459,2017-11-08 6:11:14,0,11/8/2017 6:11:14,2017-11-08,6,Wed
95820,12,1,19,265,2017-11-09 14:33:11,0,11/9/2017 14:33:11,2017-11-09,14,Thu
48919,9,1,22,244,2017-11-09 4:12:31,0,11/9/2017 4:12:31,2017-11-09,4,Thu
48170,2,1,17,237,2017-11-08 14:00:03,0,11/8/2017 14:00:03,2017-11-08,14,Wed
51299,18,1,22,107,2017-11-09 6:59:18,0,11/9/2017 6:59:18,2017-11-09,6,Thu
17930,8,1,19,259,2017-11-07 15:22:43,0,11/7/2017 15:22:43,2017-11-07,15,Tue
106770,27,1,13,122,2017-11-08 23:17:47,0,11/8/2017 23:17:47,2017-11-08,23,Wed
151678,14,1,13,442,2017-11-09 8:02:54,0,11/9/2017 8:02:54,2017-11-09,8,Thu
36445,3,1,13,115,2017-11-07 4:42:54,0,11/7/2017 4:42:54,2017-11-07,4,Tue
74020,12,1,13,265,2017-11-07 12:33:56,0,11/7/2017 12:33:56,2017-11-07,12,Tue
43837,9,1,37,244,2017-11-07 6:04:33,0,11/7/2017 6:04:33,2017-11-07,6,Tue
64609,6,1,18,459,2017-11-07 6:19:01,0,11/7/2017 6:19:01,2017-11-07,6,Tue
84610,15,1,13,153,2017-11-09 14:56:34,0,11/9/2017 14:56:34,2017-11-09,14,Thu
1074,12,1,10,245,2017-11-07 6:59:03,0,11/7/2017 6:59:03,2017-11-07,6,Tue
8401,9,2,36,258,2017-11-08 22:14:47,0,11/8/2017 22:14:47,2017-11-08,22,Wed
91588,2,1,13,237,2017-11-09 0:37:52,0,11/9/2017 0:37:52,2017-11-09,0,Thu
211889,15,1,15,278,2017-11-08 16:40:23,0,11/8/2017 16:40:23,2017-11-08,16,Wed
7350,14,1,13,349,2017-11-07 3:05:44,0,11/7/2017 3:05:44,2017-11-07,3,Tue
66218,3,1,20,280,2017-11-09 15:02:52,0,11/9/2017 15:02:52,2017-11-09,15,Thu
110999,2,1,13,435,2017-11-08 4:21:06,0,11/8/2017 4:21:06,2017-11-08,4,Wed
16290,3,1,15,280,2017-11-08 22:32:41,0,11/8/2017 22:32:41,2017-11-08,22,Wed
240057,2,1,10,452,2017-11-09 3:23:15,0,11/9/2017 3:23:15,2017-11-09,3,Thu
86383,2,1,19,469,2017-11-08 15:32:25,0,11/8/2017 15:32:25,2017-11-08,15,Wed
2896,18,1,13,121,2017-11-07 9:43:53,0,11/7/2017 9:43:53,2017-11-07,9,Tue
48170,18,1,13,107,2017-11-09 1:09:50,0,11/9/2017 1:09:50,2017-11-09,1,Thu
206125,2,1,41,236,2017-11-06 22:31:04,0,11/6/2017 22:31:04,2017-11-06,22,Mon
99810,2,1,6,237,2017-11-09 7:48:14,0,11/9/2017 7:48:14,2017-11-09,7,Thu
32612,12,1,13,265,2017-11-07 15:13:10,0,11/7/2017 15:13:10,2017-11-07,15,Tue
36183,151,0,24,347,2017-11-08 8:12:08,0,11/8/2017 8:12:08,2017-11-08,8,Wed
48170,3,1,27,110,2017-11-09 12:25:59,0,11/9/2017 12:25:59,2017-11-09,12,Thu
52961,11,1,41,137,2017-11-08 13:52:19,0,11/8/2017 13:52:19,2017-11-08,13,Wed
111484,12,1,15,340,2017-11-09 10:48:05,0,11/9/2017 10:48:05,2017-11-09,10,Thu
8259,12,1,14,265,2017-11-08 0:43:01,0,11/8/2017 0:43:01,2017-11-08,0,Wed
43793,9,1,18,244,2017-11-09 12:56:18,0,11/9/2017 12:56:18,2017-11-09,12,Thu
111438,15,1,13,245,2017-11-07 8:41:05,0,11/7/2017 8:41:05,2017-11-07,8,Tue
49293,3,1,13,280,2017-11-07 6:03:16,0,11/7/2017 6:03:16,2017-11-07,6,Tue
21508,15,1,13,111,2017-11-09 13:52:31,0,11/9/2017 13:52:31,2017-11-09,13,Thu
106723,3,1,17,280,2017-11-09 1:56:03,0,11/9/2017 1:56:03,2017-11-09,1,Thu
159862,2,1,70,477,2017-11-08 15:50:14,0,11/8/2017 15:50:14,2017-11-08,15,Wed
89038,2,1,13,212,2017-11-08 17:33:36,0,11/8/2017 17:33:36,2017-11-08,17,Wed
77844,20,1,19,478,2017-11-08 14:07:38,0,11/8/2017 14:07:38,2017-11-08,14,Wed
70144,1,1,8,377,2017-11-07 3:25:55,0,11/7/2017 3:25:55,2017-11-07,3,Tue
42530,64,1,13,459,2017-11-07 10:17:19,0,11/7/2017 10:17:19,2017-11-07,10,Tue
35017,1,1,19,150,2017-11-09 0:06:36,0,11/9/2017 0:06:36,2017-11-09,0,Thu
269538,3,1,22,371,2017-11-09 12:46:55,0,11/9/2017 12:46:55,2017-11-09,12,Thu
42190,12,1,25,140,2017-11-07 12:20:54,0,11/7/2017 12:20:54,2017-11-07,12,Tue
14737,18,1,22,379,2017-11-09 10:54:38,0,11/9/2017 10:54:38,2017-11-09,10,Thu
104400,15,1,13,130,2017-11-07 23:40:33,0,11/7/2017 23:40:33,2017-11-07,23,Tue
104386,13,1,17,477,2017-11-08 10:20:25,0,11/8/2017 10:20:25,2017-11-08,10,Wed
93587,12,1,37,140,2017-11-08 4:00:33,0,11/8/2017 4:00:33,2017-11-08,4,Wed
318097,3,1,18,130,2017-11-09 13:47:11,0,11/9/2017 13:47:11,2017-11-09,13,Thu
101603,2,1,15,236,2017-11-09 5:00:46,0,11/9/2017 5:00:46,2017-11-09,5,Thu
242813,2,1,40,469,2017-11-08 22:56:51,0,11/8/2017 22:56:51,2017-11-08,22,Wed
19216,1,2,10,134,2017-11-07 7:38:50,0,11/7/2017 7:38:50,2017-11-07,7,Tue
209477,151,0,38,347,2017-11-06 21:23:59,0,11/6/2017 21:23:59,2017-11-06,21,Mon
144955,14,1,13,379,2017-11-08 0:23:37,0,11/8/2017 0:23:37,2017-11-08,0,Wed
100042,15,1,19,245,2017-11-08 2:20:12,0,11/8/2017 2:20:12,2017-11-08,2,Wed
4544,3,1,13,115,2017-11-08 5:56:47,0,11/8/2017 5:56:47,2017-11-08,5,Wed
103335,13,1,47,477,2017-11-06 23:55:50,0,11/6/2017 23:55:50,2017-11-06,23,Mon
99638,14,1,18,416,2017-11-09 7:20:52,0,11/9/2017 7:20:52,2017-11-09,7,Thu
52961,12,1,8,178,2017-11-07 10:20:55,0,11/7/2017 10:20:55,2017-11-07,10,Tue
118607,3,1,10,280,2017-11-07 5:23:15,0,11/7/2017 5:23:15,2017-11-07,5,Tue
125222,18,1,19,121,2017-11-08 5:34:17,0,11/8/2017 5:34:17,2017-11-08,5,Wed
46672,3,1,13,280,2017-11-08 14:27:04,0,11/8/2017 14:27:04,2017-11-08,14,Wed
2936,3,1,8,442,2017-11-09 9:07:41,0,11/9/2017 9:07:41,2017-11-09,9,Thu
77406,8,1,6,140,2017-11-09 9:09:42,0,11/9/2017 9:09:42,2017-11-09,9,Thu
24404,12,1,19,340,2017-11-09 5:59:41,0,11/9/2017 5:59:41,2017-11-09,5,Thu
82068,15,1,19,386,2017-11-07 16:19:19,0,11/7/2017 16:19:19,2017-11-07,16,Tue
269733,3,1,25,280,2017-11-09 14:10:00,0,11/9/2017 14:10:00,2017-11-09,14,Thu
116696,2,2,13,364,2017-11-08 5:06:56,0,11/8/2017 5:06:56,2017-11-08,5,Wed
32675,12,1,19,265,2017-11-08 5:09:48,0,11/8/2017 5:09:48,2017-11-08,5,Wed
96066,18,1,6,107,2017-11-09 9:55:14,0,11/9/2017 9:55:14,2017-11-09,9,Thu
108913,25,1,37,259,2017-11-07 15:59:54,0,11/7/2017 15:59:54,2017-11-07,15,Tue
75644,2,1,19,477,2017-11-07 5:31:37,0,11/7/2017 5:31:37,2017-11-07,5,Tue
183147,3,1,18,211,2017-11-07 11:11:23,0,11/7/2017 11:11:23,2017-11-07,11,Tue
68930,26,1,13,266,2017-11-07 22:52:55,0,11/7/2017 22:52:55,2017-11-07,22,Tue
179333,11,1,32,487,2017-11-07 7:23:46,0,11/7/2017 7:23:46,2017-11-07,7,Tue
63925,3,1,37,480,2017-11-08 1:47:19,0,11/8/2017 1:47:19,2017-11-08,1,Wed
183314,12,1,35,265,2017-11-08 21:44:57,0,11/8/2017 21:44:57,2017-11-08,21,Wed
130760,3,1,18,442,2017-11-08 3:25:32,0,11/8/2017 3:25:32,2017-11-08,3,Wed
23484,15,1,41,265,2017-11-07 15:55:42,0,11/7/2017 15:55:42,2017-11-07,15,Tue
